"region","brains.average.rank","final.rank","G1.fMRI","T1T2ratio","Evolution.Expansion","CBF","AllometricScaling.PNC20mm","PET.AG","Externopyramidisation","Cortical.Thickness","PC1.AHBA","PC1.Neurosynth","regions_ColeAnt12","ColeAnticevicNetPartition","ColeAntNet_name","array_NetGroup","GeneExp_PC1","GeneExp_PC2","GeneExp_PC3","GeneExp_PC4","GeneExp_PC5"
"V1",29.3,2,-2.972374845,1.546116691,-1.726372488,59.0596163,0.798765536,-0.527573129,0.402074598,1.946323365,-16.17552037,5.313402818,"L_V1",1,"Visual1","Sensory",-2.12310967728943,1.73747582683012,-0.526222615812137,-0.608863621462518,-0.808322237334184
"MST",65.6,39,-4.104730087,1.498078728,0.425740897,65.50368981,1.215975892,-0.131118717,0.289589301,2.386512889,-4.576881218,-10.91652637,"L_MST",2,"Visual2","Sensory",-0.909986678950649,0.323839567966738,-0.805383220849668,0.0912624593633469,-0.487489190790914
"V6",49.9,17.5,-4.465321892,1.506699605,-1.23317759,56.30642427,1.069532266,-0.258507918,0.127838834,2.119732102,-12.95819324,1.154318187,"L_V6",2,"Visual2","Sensory",-1.71813506076,-0.546935304440367,-1.08476550854707,-0.523324042784613,0.357860362432737
"V2",30.4,3,-3.68021356,1.508880602,-1.404348526,59.30634295,0.867264414,-0.383811304,0.363391108,2.028844171,-14.21235625,1.154318187,"L_V2",2,"Visual2","Sensory",-1.82005779359032,1.27428722379376,-0.0875310467790416,-0.498900232803759,-1.27010895711928
"V3",36.2,4,-3.76028501,1.480787196,-1.184210078,58.10154586,0.953862267,-0.141583439,0.413851526,2.185817791,-13.49744777,1.154318187,"L_V3",2,"Visual2","Sensory",-1.49213005178654,1.07819755814696,-0.116828842682003,-0.318373573962799,-0.824249693923631
"V4",48.05,14,-3.996609343,1.458808479,-0.985882,56.8548388,1.055746886,-0.104993972,0.374659681,2.270075904,-7.817285816,9.472487448,"L_V4",2,"Visual2","Sensory",-1.41270194806149,0.623804196081689,-0.0318553820038026,0.1539445700129,-0.202596240109066
"V8",46.55,12,-4.249206165,1.43834413,-1.471324348,50.86276892,1.064896103,-0.346299975,0.534154983,2.647230513,-7.918726251,16.38000802,"L_V8",2,"Visual2","Sensory",-0.863195485604947,-0.746311328401713,-0.310990389441808,2.347514651238,-1.04917576458189
"4",46.8,13,-5.046522121,1.619256505,-0.292924653,54.27478921,0.913501367,0.02840871,0.199747375,2.714827562,-8.675091728,-26.29931758,"L_4",3,"Somatomotor","Sensory",-0.916957339776444,0.0913590550511854,0.710149516438244,0.889364473828503,1.66799482911031
"3b",44.5,7,-5.042306568,1.542989769,0.381761774,60.56327932,0.943518409,-0.075461203,0.185176394,1.77471346,-11.42885518,-26.29931758,"L_3b",3,"Somatomotor","Sensory",-1.47798832709017,-0.0258618782985683,0.13335455433375,0.585904986644773,0.688779681734505
"FEF",86.8,85,-2.514140036,1.379289414,0.473475374,69.12178123,0.957790569,0.218053631,0.133034564,2.59206866,0.522845308,-34.24741033,"L_FEF",4,"Cingulo-Opercular","Transition",0.159549471398379,0.401928151714404,1.75416263994318,0.834282163002794,1.62045604083722
"PEF",104.1,117,-1.490084826,1.333456301,0.328800611,71.63632261,1.182336384,0.437201659,0.159482344,2.547461434,-1.360551369,-18.16523946,"L_PEF",5,"Dorsal-attention","Transition",-0.0726895841677284,-1.8749218493904,1.26366848667379,2.58557738629696,2.46751568852662
"55b",103.3,114.5,0.339662595,1.327031631,0.352634066,73.80805539,0.945761494,0.36140819,0.110952003,2.782218596,-1.770786318,-25.45244708,"L_55b",6,"Language","Transition",-0.338544162422932,-0.774559916742559,2.0536335957342,1.39570320253034,1.4877724175301
"V3A",45.55,9,-4.445568351,1.495011318,-0.815179573,59.02908699,0.989900153,-0.087938621,0.246919662,2.116969061,-12.80032321,9.472487448,"L_V3A",2,"Visual2","Sensory",-1.65396951450052,0.471016076092307,0.516359648592263,0.287907149583045,-0.147814355984406
"RSC",76.35,63,2.112520764,1.530769746,-0.424497868,59.40658947,0.900232266,0.346779427,0.159556193,2.220173347,-2.435055422,15.90270653,"L_RSC",7,"Frontoparietal","Transition",0.0649539785065707,0.484467999953044,1.87824061852904,1.49722754046497,-0.771576673332938
"POS2",89.45,89,2.699955953,1.392777109,-0.793220963,61.74554021,1.07893765,0.545591811,0.182412913,2.353252832,-8.459015843,30.65109486,"L_POS2",7,"Frontoparietal","Sensory",-0.916900587363458,0.422750052455409,0.949388953141708,-1.10003472087912,0.0613009380828941
"V7",58.8,26,-4.40788631,1.487759272,-0.370312222,58.71372977,1.132022026,0.221677494,0.194692369,2.255370215,-14.60482654,-7.024108335,"L_V7",2,"Visual2","Sensory",-1.37486763339212,1.36752223987146,1.25254029063949,0.0621870458236505,-0.579176683931631
"IPS1",57.4,24,-3.540225154,1.392684425,-0.554610606,57.25839256,1.066538877,0.327607129,0.249179755,2.213353659,-7.155812001,-12.46475727,"L_IPS1",2,"Visual2","Sensory",-1.82855271012827,-0.869982080479156,-0.736518182338161,-0.469522316996693,-0.332782813331814
"FFC",67.5,46,-2.967863044,1.360470332,-0.04108409,54.66642998,1.006039734,-0.365420853,0.752171587,2.831108957,-1.670216714,20.25503125,"L_FFC",2,"Visual2","Transition",-0.81820634924361,-0.0777885976329458,-0.535108935516056,0.914808890961668,-2.03362312981894
"V3B",49,15,-4.231006294,1.454751214,-0.475750962,55.98511528,1.118498962,0.12671229,0.362478934,2.218669691,-8.663214794,-2.06131302,"L_V3B",2,"Visual2","Sensory",-0.999743670175411,2.54319609049812,-0.450644657276338,0.448913092320434,1.09037394496241
"LO1",59.35,28,-4.141856543,1.420365624,-0.411190825,61.55334465,1.184759618,-0.112004375,0.305291802,2.318196767,-13.81189758,4.584548859,"L_LO1",2,"Visual2","Sensory",-2.08616475776732,-1.7029394829435,-0.668959871207031,-1.52594381505072,-2.31692417577381
"LO2",60.7,31,-4.034440005,1.393680712,-0.653367765,61.3322119,1.102720539,-0.007032377,0.466864341,2.629575435,-19.30229779,3.596187333,"L_LO2",2,"Visual2","Sensory",-1.65785196728675,0.253717671968207,0.37877655817744,-0.349750727597547,-0.513641722740178
"PIT",55.9,22,-3.958413729,1.381808308,-1.10822141,54.55415618,1.040278731,-0.168653421,0.444749275,2.640393229,-4.378544313,16.66468667,"L_PIT",2,"Visual2","Sensory",-2.29758697691741,1.7357208292472,0.614990398976691,-2.28524289232008,-0.651515153901465
"MT",69.2,52,-4.090590106,1.499507478,0.234013755,65.83505095,1.164871114,-0.226459255,0.264704348,2.443003515,0,-12.91631332,"L_MT",2,"Visual2","Transition",-0.673496399931233,3.32841253426117,-3.93534222577528,1.50205442272208,-0.0809037541006781
"A1",68.65,50,-3.761145464,1.747352905,0.468389245,83.93649567,1.058711681,-0.068826227,0.244600059,2.655938883,-11.00863871,-28.17119072,"L_A1",8,"Auditory","Sensory",-0.775033031173411,0.203731285555479,-1.51707376245987,-0.950171887496739,0.120900871539004
"PSL",92.8,96,-0.285388619,1.266078398,1.403843728,68.49900843,1.000076072,-0.275759547,0.228037063,2.789908807,-1.964466934,-23.31703146,"L_PSL",6,"Language","Transition",-0.421610629383577,-0.0954905105862241,0.309389965927982,1.30754833597071,-0.228662792057088
"SFL",124.3,154.5,3.460853846,1.208760714,0.823767841,56.51383499,1.04332043,0.594758959,0.045501647,2.943575633,1.205860636,1.154318187,"L_SFL",6,"Language","Transition",0.556645096219298,0.0587344190069769,1.05590454178558,0.413714064737204,2.3084171600805
"PCV",80.8,70,-0.799722693,1.291234498,0.055527439,61.00247498,1.058017004,-0.072394173,0.217889859,2.538323796,-2.671145465,1.154318187,"L_PCV",10,"Posterior-Multimodal","Transition",-0.629276652143279,-0.186108845865053,-0.52728323180127,-0.742873005613445,0.228266272426527
"STV",85.7,82.5,-1.038889266,1.315996154,1.116393933,69.4567488,1.019154912,-0.279658329,0.388735025,2.777543093,-1.890034859,-2.780644735,"L_STV",6,"Language","Transition",-0.343168562790187,-0.347070698286255,0.946480973999849,0.355262891266956,-0.464906203096653
"7Pm",83,74,2.6549768,1.278582992,-0.367161664,61.01543432,1.042576581,0.140476856,0.126450916,2.387170663,-9.681264244,-5.67454821,"L_7Pm",7,"Frontoparietal","Sensory",-1.1803634352745,0.00709565542331568,-0.541076233262748,0.711116914200918,-0.216196076522781
"7m",114.6,136,5.929411649,1.331810142,-0.499535943,65.13351032,1.186792509,0.225378932,0.108676197,2.645124899,-5.978950662,33.43413682,"L_7m",9,"Default","Sensory",-0.317582141299501,-0.448873597622942,-0.160172320904888,-0.0574907446804677,0.180905870917147
"POS1",91.8,94,3.352420805,1.381284518,-0.34335637,59.62308306,1.084888361,-0.029283965,0.239847021,2.738512014,-3.439856951,40.73560869,"L_POS1",9,"Default","Transition",-0.614880201781313,0.120828920141656,-0.0920024675498623,-0.812899892402697,-0.501648818021759
"23d",115.6,139,4.204714581,1.307838918,0.504547538,74.85747598,0.937700675,0.295810829,0.176013014,2.988938822,1.60439808,1.154318187,"L_23d",9,"Default","Transition",-0.390337791392075,-1.38741709940155,0.705659578933689,0.467904608669622,0.45076784783699
"v23ab",119.8,149,5.847326226,1.401965796,-0.267838357,66.6910069,1.111111822,0.177592517,0.127343904,2.891930518,-1.323582599,35.93054609,"L_v23ab",9,"Default","Transition",-0.198844367946448,-0.704579722963204,1.31475742763306,-0.784338218656742,-0.550886594860093
"d23ab",124.2,153,5.84778536,1.401504903,-0.09587334,78.75248684,1.057511039,0.57358985,0.185743122,3.152313645,-0.435055575,35.86070346,"L_d23ab",9,"Default","Transition",-0.121679563410681,0.359901901632421,0.516264655911427,1.97784787520371,-0.287807693767117
"31pv",113.4,134,6.176458757,1.336248005,-0.130731973,69.2446208,1.113478002,0.475700383,0.174129813,2.616394965,-5.893424163,19.97202228,"L_31pv",9,"Default","Sensory",-0.424497417305201,-0.0432228606544499,-0.111588896998144,0.289325866989436,-0.882816390187223
"5m",42.3,5,-5.224428415,1.472547999,0.003820125,48.25817399,0.826678869,-0.069795617,0.083421864,2.261135846,-10.04749756,-26.63544204,"L_5m",3,"Somatomotor","Sensory",-0.753154196776492,0.630257860305726,0.209487795343781,0.0959456634991901,0.721962084993066
"5mv",51.8,19,-3.97839372,1.299266312,0.248368988,46.30299489,0.862800155,-0.047889412,0.235236829,2.208743339,-6.806313439,1.154318187,"L_5mv",4,"Cingulo-Opercular","Sensory",-0.803847213780737,0.644708003097917,-1.2990761970566,1.25264877679023,0.157329493189841
"23c",79.5,68,-2.141789335,1.252193332,0.598666928,59.39915229,0.894926441,-0.112103231,0.222578934,2.473750106,0.890895847,1.154318187,"L_23c",4,"Cingulo-Opercular","Transition",0.0961808835129595,0.236218990701316,0.667302881927659,1.03785239188988,-0.445653413911428
"5L",60.6,30,-5.020228624,1.286240377,-0.168737033,45.92523366,1.008236227,0.003111802,0.129073592,2.175561277,-1.952552454,-23.42307528,"L_5L",3,"Somatomotor","Transition",-0.443048439954296,-0.374212379110998,-0.294489115264621,-0.865165660711651,0.70960905538056
"24dd",62.7,33,-5.185046141,1.44151492,0.816705756,52.39461748,0.879289791,-0.146138348,0.149613387,2.747962724,-1.584754819,-26.29931758,"L_24dd",3,"Somatomotor","Transition",-0.206677791399026,-0.482544253741028,0.656808946357427,0.736861060490946,0.88029048003175
"24dv",75.95,62,-4.710601094,1.302292062,1.187403503,52.85629469,1.029153295,-0.20640714,0.201596139,2.671700545,4.726901783,-29.51168435,"L_24dv",3,"Somatomotor","Association",1.0421911823921,-0.276135037548247,0.180835962963921,0.204879103316724,0.636140755516751
"7AL",69.9,54,-4.033635842,1.273317854,0.209768164,53.36471243,1.080647761,0.069460359,0.130688042,2.177858315,-4.006655784,-28.9646275,"L_7AL",3,"Somatomotor","Sensory",-0.300909201768938,-0.336119677514351,-0.210070771903805,0.115485493324778,0.440203887961658
"SCEF",104.3,118,-2.616674461,1.285971679,0.950716828,57.68584654,1.066106199,0.285619463,0.089745242,2.859771501,0.297869537,-26.53685838,"L_SCEF",4,"Cingulo-Opercular","Transition",0.329960407950844,0.0503918548449997,1.59922270594978,-0.341477207108698,1.62047079755342
"6ma",103.4,116,-1.490865317,1.233721999,0.592467942,53.00823219,1.043647702,0.506627747,0.166102381,2.708718362,1.038918506,1.154318187,"L_6ma",4,"Cingulo-Opercular","Transition",0.34796540413116,0.113749501658439,0.312064328209559,1.000245015887,1.71487991553169
"7Am",72.3,57,-1.964545976,1.241255163,-0.282622014,57.43023587,1.016560199,-0.088956621,0.172319568,2.35692358,-4.2285031,-5.108628492,"L_7Am",4,"Cingulo-Opercular","Sensory",-0.595742225127192,0.262447921747808,0.177492585399267,0.0673682774763968,0.0440732046589174
"7PL",61.2,32,-1.082045245,1.312521047,-0.520704126,59.72603963,0.91268496,0.26784663,0.246042682,2.30233811,-6.351193439,-16.151415,"L_7PL",5,"Dorsal-attention","Sensory",-0.449218224236173,0.688543460880666,0.882448655569728,-1.87337198971783,0.707951157202248
"7PC",64.3,36,-4.570985063,1.334758842,1.31939335,55.17671595,0.989644316,-0.108072981,0.152576967,2.32035532,-4.614233122,-32.93618128,"L_7PC",3,"Somatomotor","Sensory",-0.952085833834832,-0.437232214445074,0.314107073417522,0.433671712445668,-0.098033832796895
"LIPv",81,72.5,-3.871542389,1.420087327,1.566183503,61.46588851,1.141807549,0.094464529,0.135501144,2.189005072,-5.704959434,-29.09063952,"L_LIPv",2,"Visual2","Sensory",-0.766783771650251,0.679762762310622,0.641585480136237,-0.253773948431443,0.740936571962583
"VIP",69.3,53,-3.846190863,1.338807011,0.619310414,58.52936962,0.987873462,0.258114033,0.168846303,2.264843459,-5.473147126,-22.23674874,"L_VIP",2,"Visual2","Sensory",-0.710892478266442,-0.629213408907493,0.324293787684899,-0.0937486941889214,0.486782767501583
"MIP",73.2,59,-0.910968319,1.358643571,0.434380279,57.78441729,1.097034426,0.365215456,0.262867383,2.250103837,-4.380458611,-14.94083542,"L_MIP",5,"Dorsal-attention","Sensory",-1.03146259788421,-0.333074691619678,-2.0365377019053,2.1701786800877,0.529672864455275
"1",49.05,16,-5.244828921,1.443907533,0.670584758,52.64387264,0.971357083,0.080218584,0.178524626,2.28167113,-9.078681104,-29.51168435,"L_1",3,"Somatomotor","Sensory",-1.14817331478953,-0.589443049880031,0.594518626665091,0.83982819200425,0.745840344995955
"2",58,25,-5.141620656,1.372950756,1.063408396,55.75845594,1.065692732,-0.086048487,0.206390301,2.1490207,-2.926697227,-33.71977001,"L_2",3,"Somatomotor","Transition",-0.404381117144713,-0.012599811291782,-0.635457089332838,1.1673865238436,0.177551559843294
"3a",45.6,10,-4.977772156,1.553039401,0.097161012,56.90701786,0.988951637,0.021382541,0.17798547,1.9842642,-7.401215365,-26.29931758,"L_3a",3,"Somatomotor","Sensory",-1.24736667545758,1.08281918677851,-0.0185577306545779,1.09056490186555,0.918596664300815
"6d",46.4,11,-5.218333804,1.429493946,-0.35321614,58.24609603,0.861694437,0.196055642,0.32389906,2.818259215,-6.923811445,-33.71977001,"L_6d",3,"Somatomotor","Sensory",-0.451238170760429,-0.228711892319499,0.463986511523563,1.03498034595528,2.47888463935541
"6mp",56.8,23,-5.058044201,1.399763448,0.217010488,49.08509706,0.961429396,0.140634658,0.191479793,2.621255823,-3.022198009,-26.29931758,"L_6mp",3,"Somatomotor","Transition",0.0147294717235525,-0.582305025811635,-0.25115586455996,1.48815727779519,1.87589154380937
"6v",84.7,78,-4.155620995,1.3003061,-0.309915233,68.73259652,1.007155542,0.153971197,0.194048767,2.95391055,0.13943078,-33.71977001,"L_6v",3,"Somatomotor","Transition",0.245309100699823,-0.285952148515079,-0.611788781921185,-0.636496117383131,2.52487657168749
"p24pr",99.8,106,-2.6184304,1.17348748,0.840547826,64.36785978,0.92149405,-0.485833393,0.105852812,2.901209188,6.489524042,-32.3564771,"L_p24pr",4,"Cingulo-Opercular","Association",1.74156395355869,1.23243611964473,-1.03839299105629,0.380546062567808,2.09143530546589
"33pr",86.2,84,0.030577257,1.099204595,0.585081364,49.43572229,0.888007942,-0.323208508,0.101734945,2.316063968,10.34005797,-22.58209719,"L_33pr",4,"Cingulo-Opercular","Association",1.72963016006366,2.3668897466937,-0.570253562846872,2.81933961128703,1.45875815228651
"a24pr",106.4,120,-2.555705524,1.141324758,0.947093333,66.10714577,0.971675591,-0.237060949,0.19784916,3.035419491,11.49930504,-20.28943282,"L_a24pr",4,"Cingulo-Opercular","Association",2.01185176460811,-0.973563979415689,0.611060238168374,2.73690026735204,-0.22079654282611
"p32pr",104.5,119,-2.333168318,1.223635516,1.118652697,53.3061131,1.062647388,0.005704864,0.169947388,2.837993107,9.836965501,-18.88847677,"L_p32pr",4,"Cingulo-Opercular","Association",0.868027728656277,-0.759063329917617,-0.461547699733621,-2.12844157611973,1.41590595996992
"a24",139.2,177,4.738901309,1.100247786,0.604936275,60.39815879,1.156425945,-0.08426746,0.134719616,3.137868337,12.40959912,24.51642069,"L_a24",9,"Default","Association",1.77096610906634,-0.545912589579844,0.821829626113439,1.12767328566659,-1.10226235272761
"d32",129.2,166,4.979694786,1.181754927,1.04189866,54.72726068,1.101074305,0.347818448,0.146740484,3.011285847,7.420041589,-1.614807537,"L_d32",9,"Default","Association",1.01762629232836,0.0530785532851128,-0.114266696175145,0.943836079945114,0.259232095221849
"8BM",130.2,167,4.42519095,1.215447155,0.884212724,60.97764484,1.092740344,0.572590104,0.178993263,3.043634112,2.14529388,5.16854697,"L_8BM",7,"Frontoparietal","Transition",0.378528468435435,-0.932572643113955,0.499834010216467,0.0484621908322374,1.00984867340534
"p32",126.5,160,4.093168737,1.167166062,0.458971667,56.52196933,1.175585851,0.140531348,0.168694249,2.724460806,10.75163022,19.94026422,"L_p32",9,"Default","Association",2.05499885032231,-1.0630471417414,1.37157351458469,-1.04762911750028,-2.43149420563838
"10r",115.1,137,5.583165024,1.210054707,0.26933957,65.60394547,1.024213607,0.118801999,0.210955039,2.61342293,6.467823953,20.21736591,"L_10r",9,"Default","Association",0.831424343465864,-0.621356670962265,-0.766036920760079,-0.011144465908207,-0.372859531564119
"47m",112.6,129,4.503989118,1.383215265,0.922613596,77.09830649,0.96197304,0.421979193,0.223747877,2.723082069,-1.922118949,29.51260974,"L_47m",9,"Default","Transition",-0.434052903651158,0.690680013552857,-0.477641054255939,-1.79521112556261,0.522536994070591
"8Av",140.8,179,6.093618148,1.256405544,1.366006434,72.73271848,1.229305547,0.636745684,0.137200859,2.732538446,-0.153167137,1.154318187,"L_8Av",9,"Default","Transition",0.236927403846625,0.201457253762332,-0.784039717445891,-0.650242075809293,2.5722650064318
"8Ad",138.9,176,5.743521528,1.242983714,0.585763251,66.69593491,1.221805004,0.659934563,0.125536554,2.579925551,2.110156099,28.38251627,"L_8Ad",9,"Default","Transition",0.35537012399784,-0.742482621240275,-0.218400549385934,-1.42108912501928,1.10710111508674
"9m",137.5,175,6.248717644,1.16257272,0.57397801,58.42121251,1.120002596,0.243189319,0.138154186,2.887022813,5.245235446,25.22689521,"L_9m",9,"Default","Association",0.801060687856014,-0.933560084787997,0.0624834470889718,0.151677924107618,-0.366612132623186
"8BL",139.45,178,6.528720742,1.190529989,0.517823653,61.63205257,1.127041815,0.576115512,0.135402593,2.852952806,2.760459561,12.73740008,"L_8BL",9,"Default","Transition",0.453022641479456,-0.408479428202484,-0.145827491249482,0.0903273201118613,1.03929891615463
"9p",132.4,170,6.115798524,1.186311837,0.513103039,66.69411537,1.17055424,0.385945289,0.1650924,2.538482135,2.720565866,17.47815237,"L_9p",9,"Default","Transition",0.106130446779352,-0.82336655231209,-1.92929933277618,-0.0380068706242668,0.0246303293718132
"10d",124.7,156,6.241241285,1.188814687,0.486270873,60.24963606,1.145509763,0.411902706,0.138670344,2.554117582,3.986966534,1.154318187,"L_10d",9,"Default","Association",0.398703234564509,-0.444748562821478,-1.46456276873364,-1.92158207150575,0.367099696002957
"8C",133.4,172,5.250130163,1.291776599,1.025261348,70.75482037,1.219098926,0.754779661,0.149632833,2.591687331,-0.707705584,18.01697788,"L_8C",7,"Frontoparietal","Transition",-0.0118455556271944,-0.273221317970295,1.57452394067979,-0.263171875088384,0.732755368819082
"44",115.3,138,3.642548987,1.261437062,0.89356122,73.29573896,0.794916908,0.350508067,0.199540382,2.76029791,3.120753083,5.795062398,"L_44",6,"Language","Association",-0.234927662323983,-1.16254278135321,0.934895213484711,-0.212579355161806,0.174982107306553
"45",124.3,154.5,3.960216308,1.291641913,1.448775618,72.54466278,0.967161233,0.468124302,0.161112245,2.645843274,-0.156104431,20.53104909,"L_45",6,"Language","Transition",0.127755733385704,-0.563210192928334,1.18308742434307,-0.0579943205118948,0.857446948311342
"47l",128.4,163.5,5.717270463,1.248066942,1.503341463,74.43269887,0.965559625,0.289351774,0.201547327,2.755347823,0.269615399,22.66317878,"L_47l",9,"Default","Transition",-0.0239355599703956,-0.676483643413525,2.09322906662356,0.509178423319582,0.142965316532247
"a47r",132.5,171,5.699348875,1.203771451,1.436387556,73.54397104,0.994621206,0.455174449,0.145637687,2.669397218,1.718254711,1.154318187,"L_a47r",7,"Frontoparietal","Transition",0.296442100477296,-0.278456258812054,0.196821721045563,-0.00997886087434601,0.304985365191526
"6r",101.3,109,-1.202369247,1.254677244,0.248202234,73.6382722,1.020565975,0.204540568,0.189773245,2.704866612,2.281345158,-25.19287112,"L_6r",4,"Cingulo-Opercular","Transition",0.525135440297534,-0.533426949825591,0.81556562265581,-0.7863907891886,0.934576699175331
"IFJa",118.1,145,0.981543724,1.348879873,0.659813902,69.54805408,1.077604675,0.445637388,0.129374642,2.566178448,1.303940063,15.83520297,"L_IFJa",6,"Language","Transition",-0.00197060520820247,-0.680613568975185,0.199262212158796,-1.10953183301503,2.2169774646183
"IFJp",110.3,124,1.418288213,1.340812743,0.3657404,69.60343674,1.234959874,0.324178645,0.187661848,2.547014866,5.033623495,-4.637107853,"L_IFJp",7,"Frontoparietal","Association",0.526063077315068,-0.721506536760943,-0.622606238155513,-1.35611090664903,2.35487115888335
"IFSp",112.8,132,2.927724277,1.337703561,1.117337818,70.72945832,0.920500432,0.537105974,0.126589084,2.502015138,-3.662090865,21.39447511,"L_IFSp",6,"Language","Sensory",-0.712923227719855,-0.679712207229795,0.705408121776884,1.23320044939174,-0.226575904857691
"IFSa",109.7,123,0.843969621,1.271458715,1.69633,70.68250879,1.006035441,0.554732151,0.226938658,2.489731948,-2.316676317,8.494760581,"L_IFSa",7,"Frontoparietal","Transition",-0.424897684887964,-1.63647937547288,-0.0653525133689247,-1.19591252820636,-0.365383604953038
"p9-46v",127,161,3.28785268,1.267025549,1.120040132,73.61628475,1.194324835,0.600566894,0.142681653,2.529579768,-4.256697514,8.823177439,"L_p9.46v",7,"Frontoparietal","Sensory",-0.744006539511442,-4.04276022166457,-1.41298195710239,-1.86113967312347,-1.16892017768075
"46",135.65,174,0.065639252,1.209856023,1.265333588,71.90838191,1.286532142,0.366760489,0.134248012,2.564431712,0.252489273,17.59608872,"L_46",4,"Cingulo-Opercular","Transition",-0.097637154548346,-1.51964578273174,0.908530587855098,-0.0705631958312654,-0.2870687661963
"a9-46v",133.85,173,3.368475216,1.235374298,1.827765957,77.24330246,1.129305818,0.646334162,0.205342382,2.531326208,0.544144512,17.59608872,"L_a9.46v",7,"Frontoparietal","Transition",0.0214726039323103,-0.522980118747186,-0.300268534487944,-0.860834820592736,-0.200146033078011
"9-46d",126.4,159,1.092780526,1.214566152,1.210101754,69.06927565,1.193025037,0.407722029,0.173521338,2.452613574,0.224101205,9.375203453,"L_9.46d",4,"Cingulo-Opercular","Transition",-0.0577635805529638,-0.940586966574489,0.448971397667623,0.671716863358833,-0.687853946678432
"9a",123.9,152,6.040810222,1.184590363,0.689564729,65.33341769,1.110714226,0.367877214,0.151537175,2.423823962,1.758070217,1.154318187,"L_9a",9,"Default","Transition",0.157653071322389,-0.0836167490567418,0.589529512272099,-0.226398504533091,-0.500411685121256
"10v",112.2,126,6.232228937,1.161186244,0.15492898,66.82663253,0.79998972,0.026490844,0.245335099,2.78919018,6.349664275,13.1906067,"L_10v",9,"Default","Association",0.78346631755355,-1.26450298788842,-0.301197935328736,-1.14197227667685,-0.26044355313364
"a10p",125.6,157,5.018749347,1.206887326,1.080868171,68.62580817,1.028602255,0.380491177,0.115305901,2.489899886,0,9.375203453,"L_a10p",7,"Frontoparietal","Transition",0.0258441600384966,-0.292833821468996,-1.0736529581895,-1.73167119096306,0.624716776874699
